view_history,rt,name,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,accuracy,stimulus,slider_start,price,rate_trial,num_ratings,sequence,option,rank,num_options,num_seqs,seq_cond,reward_cond,array,num_draws
,2715,rating_trial,html-slider-response,162,642499,0.0-162.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1683,50,1683,158,180,,,,,,,,,
,3643,rating_trial,html-slider-response,163,646147,0.0-163.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,61,,,Price of this smartphone contract: £ 673.99,50,673.99,159,180,,,,,,,,,
,2979,rating_trial,html-slider-response,164,649131,0.0-164.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,24,,,Price of this smartphone contract: £ 869.99,50,869.99,160,180,,,,,,,,,
,3427,rating_trial,html-slider-response,165,652563,0.0-165.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,100,,,Price of this smartphone contract: £ 431.76,50,431.76,161,180,,,,,,,,,
,2467,rating_trial,html-slider-response,166,655035,0.0-166.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1155.99,50,1155.99,162,180,,,,,,,,,
,2028,rating_trial,html-slider-response,167,657067,0.0-167.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1065.99,50,1065.99,163,180,,,,,,,,,
,2483,rating_trial,html-slider-response,168,659556,0.0-168.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,19,,,Price of this smartphone contract: £ 865.99,50,865.99,164,180,,,,,,,,,
,2659,rating_trial,html-slider-response,169,662219,0.0-169.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,30,,,Price of this smartphone contract: £ 746.99,50,746.99,165,180,,,,,,,,,
,2899,rating_trial,html-slider-response,170,665123,0.0-170.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,89,,,Price of this smartphone contract: £ 504,50,504,166,180,,,,,,,,,
,3540,rating_trial,html-slider-response,171,668668,0.0-171.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,99,,,Price of this smartphone contract: £ 431.76,50,431.76,167,180,,,,,,,,,
,3435,rating_trial,html-slider-response,172,672107,0.0-172.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,36,,,Price of this smartphone contract: £ 725.99,50,725.99,168,180,,,,,,,,,
,3787,rating_trial,html-slider-response,173,675899,0.0-173.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1320,50,1320,169,180,,,,,,,,,
,3995,rating_trial,html-slider-response,174,679899,0.0-174.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,94,,,Price of this smartphone contract: £ 480,50,480,170,180,,,,,,,,,
,2650,rating_trial,html-slider-response,175,682555,0.0-175.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1201.99,50,1201.99,171,180,,,,,,,,,
,3091,rating_trial,html-slider-response,176,685651,0.0-176.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,56,,,Price of this smartphone contract: £ 642.96,50,642.96,172,180,,,,,,,,,
,3107,rating_trial,html-slider-response,177,688763,0.0-177.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1083,50,1083,173,180,,,,,,,,,
,2555,rating_trial,html-slider-response,178,691323,0.0-178.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,42,,,Price of this smartphone contract: £ 745.75,50,745.75,174,180,,,,,,,,,
,2771,rating_trial,html-slider-response,179,694099,0.0-179.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,99,,,Price of this smartphone contract: £ 432,50,432,175,180,,,,,,,,,
,3428,rating_trial,html-slider-response,180,697531,0.0-180.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,79,,,Price of this smartphone contract: £ 528,50,528,176,180,,,,,,,,,
,2575,rating_trial,html-slider-response,181,700111,0.0-181.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1320,50,1320,177,180,,,,,,,,,
,2483,rating_trial,html-slider-response,182,702603,0.0-182.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,47,,,Price of this smartphone contract: £ 673.99,50,673.99,178,180,,,,,,,,,
,2442,rating_trial,html-slider-response,183,705051,0.0-183.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1155.99,50,1155.99,179,180,,,,,,,,,
"[{""page_index"":0,""viewing_time"":21300},{""page_index"":1,""viewing_time"":15607},{""page_index"":2,""viewing_time"":30704},{""page_index"":3,""viewing_time"":19184},{""page_index"":4,""viewing_time"":16752},{""page_index"":5,""viewing_time"":15296}]",118844,phase2_instructions,instructions,184,823900,0.0-184.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,,,,,,,,,,,,,,,,,
,null,sequence_start_screen,html-keyboard-response,185,829915,0.0-185.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white; text-align: left;"">You will buy a: <strong>SMARTPHONE</strong></h3> <br/> 
                <h3 style=""color: white; text-align: left;"">You can see up to: <strong>12 options</strong></h3> <br/> 
                <h3 style=""color: white; text-align: left;"">It is best to buy a SMARTPHONE</h3> <br/> 
                <h3 style=""color: white; text-align: left"">at the LOWEST PRICE </h3>
                    ",,,,,,,,,,,,,
,null,option_screen,html-keyboard-response,186,833936,0.0-186.0-0.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white;"">You will buy a: SMARTPHONE</h3> <br/> 
                <h3 style=""color: white;"">You have only 11 options left to choose from</h3> <br/> 
                <h3 style=""color: white;"">Current Option:</h3><br/> 
                <h3 style="" color: black;""> £811</h3><br/> 
                <h3 style="" color: black;"">Declined Options</span></h3><br/> 
                <h3 style=""left: 0; color: black;""></h3>
                ",,811,,,1,1,,,,,,,
,4249,response_prompt,html-button-response,187,838196,0.0-186.0-1.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,1,,,"
                    <p><div style=""color:white;"">Do you want to take this option?</div></p>
                        ",,811,,,1,1,7,12,5,2,1,"[[811,383.76,915,745.75,923.99,631.92,1133.99,768,798.99,1187.99,528,843],[746.99,1253.99,1709,624,945.99,673.99,642.96,551.76,480,839.75,745.99,1322],[865.99,695.76,845.99,787,835,795,1320,1083,1345,917.99,1155.99,912],[989.99,825.99,1225,792,571,935,1250,864,432,631.99,1008,871.99],[590.99,749.99,715,1229.99,744,1065.99,1155,1691.99,431.76,1763.99,1032,769.75]]",
,null,option_screen,html-keyboard-response,188,842212,0.0-187.0-0.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white;"">You will buy a: SMARTPHONE</h3> <br/> 
                <h3 style=""color: white;"">You have only 10 options left to choose from</h3> <br/> 
                <h3 style=""color: white;"">Current Option:</h3><br/> 
                <h3 style="" color: black;""> £383.76</h3><br/> 
                <h3 style="" color: black;"">Declined Options</span></h3><br/> 
                <h3 style=""left: 0; color: black;"">£811</h3>
                ",,383.76,,,1,2,,,,,,,
,1941,response_prompt,html-button-response,189,844164,0.0-187.0-1.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,"
                    <p><div style=""color:white;"">Do you want to take this option?</div></p>
                        ",,383.76,,,1,2,1,12,5,2,1,"[[811,383.76,915,745.75,923.99,631.92,1133.99,768,798.99,1187.99,528,843],[746.99,1253.99,1709,624,945.99,673.99,642.96,551.76,480,839.75,745.99,1322],[865.99,695.76,845.99,787,835,795,1320,1083,1345,917.99,1155.99,912],[989.99,825.99,1225,792,571,935,1250,864,432,631.99,1008,871.99],[590.99,749.99,715,1229.99,744,1065.99,1155,1691.99,431.76,1763.99,1032,769.75]]",
,null,,html-keyboard-response,190,850180,0.0-198.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"<p style= color:white;> You win: 5 stars</p>
                        <div style='float: center;'><img src='5_stars.png'></img>",,,,,,,,,,,,,
,null,sequence_start_screen,html-keyboard-response,191,856197,0.0-199.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white; text-align: left;"">You will buy a: <strong>SMARTPHONE</strong></h3> <br/> 
                <h3 style=""color: white; text-align: left;"">You can see up to: <strong>12 options</strong></h3> <br/> 
                <h3 style=""color: white; text-align: left;"">It is best to buy a SMARTPHONE</h3> <br/> 
                <h3 style=""color: white; text-align: left"">at the LOWEST PRICE </h3>
                    ",,,,,,,,,,,,,
,null,option_screen,html-keyboard-response,192,860218,0.0-200.0-0.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white;"">You will buy a: SMARTPHONE</h3> <br/> 
                <h3 style=""color: white;"">You have only 11 options left to choose from</h3> <br/> 
                <h3 style=""color: white;"">Current Option:</h3><br/> 
                <h3 style="" color: black;""> £746.99</h3><br/> 
                <h3 style="" color: black;"">Declined Options</span></h3><br/> 
                <h3 style=""left: 0; color: black;""></h3>
                ",,746.99,,,2,1,,,,,,,
,3246,response_prompt,html-button-response,193,863476,0.0-200.0-1.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,1,,,"
                    <p><div style=""color:white;"">Do you want to take this option?</div></p>
                        ",,746.99,,,2,1,7,12,5,2,1,"[[811,383.76,915,745.75,923.99,631.92,1133.99,768,798.99,1187.99,528,843],[746.99,1253.99,1709,624,945.99,673.99,642.96,551.76,480,839.75,745.99,1322],[865.99,695.76,845.99,787,835,795,1320,1083,1345,917.99,1155.99,912],[989.99,825.99,1225,792,571,935,1250,864,432,631.99,1008,871.99],[590.99,749.99,715,1229.99,744,1065.99,1155,1691.99,431.76,1763.99,1032,769.75]]",
,null,option_screen,html-keyboard-response,194,867489,0.0-201.0-0.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white;"">You will buy a: SMARTPHONE</h3> <br/> 
                <h3 style=""color: white;"">You have only 10 options left to choose from</h3> <br/> 
                <h3 style=""color: white;"">Current Option:</h3><br/> 
                <h3 style="" color: black;""> £1253.99</h3><br/> 
                <h3 style="" color: black;"">Declined Options</span></h3><br/> 
                <h3 style=""left: 0; color: black;"">£746.99</h3>
                ",,1253.99,,,2,2,,,,,,,
,2047,response_prompt,html-button-response,195,869548,0.0-201.0-1.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,1,,,"
                    <p><div style=""color:white;"">Do you want to take this option?</div></p>
                        ",,1253.99,,,2,2,10,12,5,2,1,"[[811,383.76,915,745.75,923.99,631.92,1133.99,768,798.99,1187.99,528,843],[746.99,1253.99,1709,624,945.99,673.99,642.96,551.76,480,839.75,745.99,1322],[865.99,695.76,845.99,787,835,795,1320,1083,1345,917.99,1155.99,912],[989.99,825.99,1225,792,571,935,1250,864,432,631.99,1008,871.99],[590.99,749.99,715,1229.99,744,1065.99,1155,1691.99,431.76,1763.99,1032,769.75]]",
,null,option_screen,html-keyboard-response,196,873557,0.0-202.0-0.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,null,,,"
                <h3 style=""color: white;"">You will buy a: SMARTPHONE</h3> <br/> 
                <h3 style=""color: white;"">You have only 9 options left to choose from</h3> <br/> 
                <h3 style=""color: white;"">Current Option:</h3><br/> 
                <h3 style="" color: black;""> £1709</h3><br/> 
                <h3 style="" color: black;"">Declined Options</span></h3><br/> 
                <h3 style=""left: 0; color: black;"">£746.99..   £1253.99</h3>
                ",,1709,,,2,3,,,,,,,
,1986,response_prompt,html-button-response,197,875556,0.0-202.0-1.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,1,,,"
                    <p><div style=""color:white;"">Do you want to take this option?</div></p>
                        ",,1709,,,2,3,12,12,5,2,1,"[[811,383.76,915,745.75,923.99,631.92,1133.99,768,798.99,1187.99,528,843],[746.99,1253.99,1709,624,945.99,673.99,642.96,551.76,480,839.75,745.99,1322],[865.99,695.76,845.99,787,835,795,1320,1083,1345,917.99,1155.99,912],[989.99,825.99,1225,792,571,935,1250,864,432,631.99,1008,871.99],[590.99,749.99,715,1229.99,744,1065.99,1155,1691.99,431.76,1763.99,1032,769.75]]",
